gene_id	chr	start	end	strand	size	locus_tag	gene_name	biotype	description
LINF_110005100	LinJ.11	3576	4682	+	1107	LINF_110005100	-	protein_coding	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter - putative
LINF_110005200	LinJ.11	5204	6127	+	924	LINF_110005200	-	protein_coding	Bacterial transferase hexapeptide (six repeats) - putative
LINF_110005300	LinJ.11	6813	7718	+	906	LINF_110005300	ABCH1	protein_coding	ATP-binding cassette protein subfamily H - member 1 - putative
LINF_110005400	LinJ.11	8333	11209	+	2877	LINF_110005400	-	protein_coding	SNF2/RAD54 related DNA helicase - putative
LINF_110005500	LinJ.11	12156	15527	+	3372	LINF_110005500	-	protein_coding	protein kinase - putative
LINF_110005600	LinJ.11	16937	21769	+	4833	LINF_110005600	-	protein_coding	GRIP domain containing protein - putative
LINF_110005700	LinJ.11	22729	23406	+	678	LINF_110005700	-	protein_coding	RNA recognition motif. (a.k.a. RRM - RBD - or RNP domain) - putative
LINF_110005800	LinJ.11	24539	26119	+	1581	LINF_110005800	-	protein_coding	MORN repeat - putative
LINF_110005900	LinJ.11	27051	28475	+	1425	LINF_110005900	SerRS	protein_coding	seryl-tRNA synthetase - putative
LINF_110006000	LinJ.11	29990	31183	+	1194	LINF_110006000	CRK8	protein_coding	cdc2-related kinase 8 - putative
LINF_110006100	LinJ.11	32196	32765	+	570	LINF_110006100	-	protein_coding	hypothetical protein - conserved
LINF_110006200	LinJ.11	34682	35521	+	840	LINF_110006200	-	protein_coding	NGG1 interacting factor 3-like protein
LINF_110006300	LinJ.11	36565	37443	+	879	LINF_110006300	-	protein_coding	cell cycle sequence binding phosphoprotein (RBP45) - putative
LINF_110006400	LinJ.11	38245	40887	+	2643	LINF_110006400	-	protein_coding	hypothetical protein - conserved
LINF_110006500	LinJ.11	43235	46318	+	3084	LINF_110006500	-	protein_coding	hypothetical protein - conserved
LINF_110006600	LinJ.11	46946	49099	+	2154	LINF_110006600	-	protein_coding	Myotubularin-associated protein - putative
LINF_110006700	LinJ.11	49725	50315	+	591	LINF_110006700	-	protein_coding	cytoplasmic translation machinery associated protein - putative
LINF_110006800	LinJ.11	51116	52945	+	1830	LINF_110006800	-	protein_coding	DEAD-boc ATP-dependent (RNA) helicase - putative
LINF_110006900	LinJ.11	53706	54260	+	555	LINF_110006900	-	protein_coding	hypothetical protein - conserved
LINF_110007000	LinJ.11	55192	56523	+	1332	LINF_110007000	-	protein_coding	acidocalcisomal pyrophosphatase
LINF_110007100	LinJ.11	60446	60781	+	336	LINF_110007100	-	protein_coding	pterin-4-alpha-carbinolamine dehydratase - putative
LINF_110007200	LinJ.11	61420	62976	+	1557	LINF_110007200	-	protein_coding	Rad51/AAA domain/KaiC/ATPase family associated with various cellular activities (AAA) - putative
LINF_110007300	LinJ.11	63913	64656	+	744	LINF_110007300	-	protein_coding	proteasome alpha 7 subunit - putative
LINF_110007400	LinJ.11	65991	68987	+	2997	LINF_110007400	-	protein_coding	serine/threonine protein kinase - putative
LINF_110007500	LinJ.11	70901	72685	+	1785	LINF_110007500	-	protein_coding	hypothetical protein - conserved
LINF_110007600	LinJ.11	73655	74692	+	1038	LINF_110007600	-	protein_coding	NADH-cytochrome b5 reductase-like protein
LINF_110007700	LinJ.11	77176	77652	+	477	LINF_110007700	-	protein_coding	hypothetical protein
LINF_110007800	LinJ.11	80799	82190	+	1392	LINF_110007800	-	protein_coding	hypothetical protein - conserved
LINF_110007900	LinJ.11	82997	83821	+	825	LINF_110007900	-	protein_coding	Sec20 - putative
LINF_110008000	LinJ.11	85002	90419	+	5418	LINF_110008000	-	protein_coding	hypothetical protein - conserved
LINF_110008100	LinJ.11	95313	98984	+	3672	LINF_110008100	-	protein_coding	DNA repair and recombination helicase protein PIF2 - putative
LINF_110008200	LinJ.11	101839	104823	+	2985	LINF_110008200	-	protein_coding	PIF1 helicase-like protein - putative
LINF_110008300	LinJ.11	106680	108092	+	1413	LINF_110008300	-	protein_coding	hypothetical protein - conserved
LINF_110008400	LinJ.11	108952	109713	+	762	LINF_110008400	14-3-3-II	protein_coding	14-3-3 protein 2 - putative
LINF_110008500	LinJ.11	111724	112920	+	1197	LINF_110008500	-	protein_coding	Optic atrophy 3 protein (OPA3) - putative
LINF_110008600	LinJ.11	114301	116157	+	1857	LINF_110008600	-	protein_coding	hypothetical protein - conserved
LINF_110008700	LinJ.11	118041	121418	+	3378	LINF_110008700	-	protein_coding	Domain of unknown function(DUF2779) - putative
LINF_110008800	LinJ.11	122946	124475	+	1530	LINF_110008800	-	protein_coding	hypothetical protein - conserved
LINF_110008900	LinJ.11	128832	132137	+	3306	LINF_110008900	-	protein_coding	tubulin-tyrsoine ligase-like protein
LINF_110009000	LinJ.11	134237	136663	+	2427	LINF_110009000	-	protein_coding	BOP1NT (NUC169) domain/WD domain - G-beta repeat - putative
LINF_110009100	LinJ.11	137886	140213	+	2328	LINF_110009100	-	protein_coding	chromatin binding protein - putative
LINF_110009200	LinJ.11	141695	143626	+	1932	LINF_110009200	-	protein_coding	hypothetical protein - conserved
LINF_110009300	LinJ.11	144770	146512	+	1743	LINF_110009300	-	protein_coding	hypothetical protein - conserved
LINF_110009400	LinJ.11	147335	149575	+	2241	LINF_110009400	-	protein_coding	DNA ligase - putative
LINF_110009500	LinJ.11	150065	151996	+	1932	LINF_110009500	-	protein_coding	hypothetical protein - conserved
LINF_110009600	LinJ.11	152609	154840	+	2232	LINF_110009600	PUF10	protein_coding	pumillio protein 10 - putative
LINF_110009700	LinJ.11	156165	157811	+	1647	LINF_110009700	-	protein_coding	hypothetical protein
LINF_110009800	LinJ.11	158043	158161	-	119	LINF_110009800	-	rRNA	rRNA
LINF_110009900	LinJ.11	158214	158295	-	82	LINF_110009900	-	tRNA	anticodon:aagaag|aaLeu
LINF_110010000	LinJ.11	158369	158441	+	73	LINF_110010000	-	tRNA	anticodon:cgccgc|aaAla
LINF_110010100	LinJ.11	163876	163946	-	71	LINF_110010100	-	tRNA	anticodon:cccccc|aaGly
LINF_110010200	LinJ.11	164004	164076	-	73	LINF_110010200	-	tRNA	anticodon:cgccgc|aaAla
LINF_110010300	LinJ.11	164150	164231	+	82	LINF_110010300	-	tRNA	anticodon:aagaag|aaLeu
LINF_110010400	LinJ.11	164284	164402	+	119	LINF_110010400	-	rRNA	rRNA
LINF_110010500	LinJ.11	166425	169607	+	3183	LINF_110010500	-	protein_coding	mRNA cap guanine-N7 methyltransferase - putative
LINF_110010600	LinJ.11	170580	171803	+	1224	LINF_110010600	-	protein_coding	tetratricopeptide repeat (TPR) protein
LINF_110010700	LinJ.11	172415	172813	+	399	LINF_110010700	-	protein_coding	hypothetical protein - conserved
LINF_110010800	LinJ.11	175736	177472	+	1737	LINF_110010800	-	protein_coding	protein kinase - putative
LINF_110010900	LinJ.11	181418	182818	+	1401	LINF_110010900	AAT15	protein_coding	amino acid permease/transporter - putative
LINF_110011000	LinJ.11	184402	186564	+	2163	LINF_110011000	-	protein_coding	hypothetical protein - conserved
LINF_110011100	LinJ.11	187342	189285	+	1944	LINF_110011100	-	protein_coding	Protein of unknown function (DUF563) - putative
LINF_110011200	LinJ.11	190816	192468	+	1653	LINF_110011200	NT4	protein_coding	nucleobase transporter
LINF_110011300	LinJ.11	198892	202140	+	3249	LINF_110011300	-	protein_coding	transcription modulator/accessory protein - putative
LINF_110011500	LinJ.11	206328	206756	+	429	LINF_110011500	-	protein_coding	cytochrome b5 - putative
LINF_110011600	LinJ.11	212679	214289	+	1611	LINF_110011600	-	protein_coding	3-methylcrotonoyl-CoA carboxylase beta subunit - putative
LINF_110011700	LinJ.11	215257	217053	+	1797	LINF_110011700	-	protein_coding	hypothetical protein - conserved
LINF_110011800	LinJ.11	226144	229359	+	3216	LINF_110011800	-	protein_coding	hypothetical protein - conserved
LINF_110011900	LinJ.11	233620	234474	+	855	LINF_110011900	-	protein_coding	aminopeptidase - putative
LINF_110012000	LinJ.11	236852	238459	+	1608	LINF_110012000	-	protein_coding	aminopeptidase - putative
LINF_110012100	LinJ.11	240703	246531	+	5829	LINF_110012100	-	protein_coding	hypothetical protein - conserved
LINF_110012200	LinJ.11	248764	250689	+	1926	LINF_110012200	-	protein_coding	Protein Associated with Differentiation - putative
LINF_110012300	LinJ.11	254534	256633	+	2100	LINF_110012300	-	protein_coding	Protein Associated with Differentiation - putative
LINF_110012400	LinJ.11	258734	260452	+	1719	LINF_110012400	-	protein_coding	Nodulin-like/Major Facilitator Superfamily - putative
LINF_110012500	LinJ.11	265802	267559	+	1758	LINF_110012500	-	protein_coding	Nodulin-like/Major Facilitator Superfamily - putative
LINF_110012600	LinJ.11	268703	269383	+	681	LINF_110012600	-	protein_coding	Ankyrin repeats (3 copies)/Ankyrin repeat/Ankyrin repeats (many copies) - putative
LINF_110012700	LinJ.11	271130	272359	+	1230	LINF_110012700	-	protein_coding	anion-transporting ATPase-like protein
LINF_110012800	LinJ.11	274396	275808	+	1413	LINF_110012800	-	protein_coding	hypothetical protein - conserved
LINF_110012900	LinJ.11	278858	280819	+	1962	LINF_110012900	-	protein_coding	PUF nine target 1
LINF_110013000	LinJ.11	283690	287493	+	3804	LINF_110013000	-	protein_coding	hypothetical protein - conserved
LINF_110013100	LinJ.11	288326	289660	+	1335	LINF_110013100	-	protein_coding	hypothetical protein - conserved
LINF_110013200	LinJ.11	291407	292024	+	618	LINF_110013200	-	protein_coding	hypothetical protein - conserved
LINF_110013300	LinJ.11	293601	294095	+	495	LINF_110013300	-	protein_coding	40S ribosomal protein S21 - putative
LINF_110013400	LinJ.11	295318	295836	+	519	LINF_110013400	-	protein_coding	40S ribosomal protein S21 - putative
LINF_110013500	LinJ.11	298322	299092	+	771	LINF_110013500	-	protein_coding	hypothetical protein - conserved
LINF_110013600	LinJ.11	300561	301004	+	444	LINF_110013600	-	protein_coding	hypothetical protein - conserved
LINF_110013700	LinJ.11	301707	304634	+	2928	LINF_110013700	-	protein_coding	hypothetical protein - conserved
LINF_110013800	LinJ.11	307232	308245	+	1014	LINF_110013800	-	protein_coding	hypothetical protein - conserved
LINF_110013900	LinJ.11	314570	318784	+	4215	LINF_110013900	-	protein_coding	hypothetical protein - conserved
LINF_110014000	LinJ.11	321463	322080	+	618	LINF_110014000	-	protein_coding	hypothetical protein - conserved
LINF_110014100	LinJ.11	325036	326454	+	1419	LINF_110014100	-	protein_coding	Alpha/beta hydrolase family - putative
LINF_110014200	LinJ.11	328017	333344	+	5328	LINF_110014200	-	protein_coding	hypothetical protein - conserved
LINF_110014300	LinJ.11	335072	339325	+	4254	LINF_110014300	-	protein_coding	kinesin - putative
LINF_110014400	LinJ.11	345654	346628	+	975	LINF_110014400	-	protein_coding	START domain containing protein - putative
LINF_110014500	LinJ.11	348021	349232	+	1212	LINF_110014500	-	protein_coding	hypothetical protein
LINF_110014600	LinJ.11	351048	354062	+	3015	LINF_110014600	-	protein_coding	Leucine Rich repeat - putative
LINF_110014700	LinJ.11	355447	356019	+	573	LINF_110014700	-	protein_coding	60S ribosomal protein L24 - putative
LINF_110014800	LinJ.11	357804	362450	+	4647	LINF_110014800	-	protein_coding	ATPase - putative
LINF_110014900	LinJ.11	363191	364966	+	1776	LINF_110014900	-	protein_coding	PUB domain containing protein - putative
LINF_110015000	LinJ.11	366483	366555	-	73	LINF_110015000	-	tRNA	anticodon:catcat|aaMet
LINF_110015100	LinJ.11	366630	366703	+	74	LINF_110015100	-	tRNA	anticodon:acgacg|aaArg
LINF_110015200	LinJ.11	366765	366883	+	119	LINF_110015200	-	rRNA	rRNA
LINF_110015300	LinJ.11	368063	369196	+	1134	LINF_110015300	-	protein_coding	hypothetical protein - conserved
LINF_110015400	LinJ.11	372665	374785	+	2121	LINF_110015400	-	protein_coding	hypothetical protein - conserved
LINF_110015500	LinJ.11	377440	378681	+	1242	LINF_110015500	-	protein_coding	hypothetical protein - conserved
LINF_110015600	LinJ.11	380270	380842	+	573	LINF_110015600	-	protein_coding	40S ribosomal protein S5
LINF_110015700	LinJ.11	382220	382792	+	573	LINF_110015700	-	protein_coding	40S ribosomal protein S5
LINF_110015800	LinJ.11	383962	385416	+	1455	LINF_110015800	-	protein_coding	HIT zinc finger containing protein - putative
LINF_110015900	LinJ.11	387048	390023	+	2976	LINF_110015900	-	protein_coding	adaptin-related protein-like protein
LINF_110016000	LinJ.11	392762	395506	+	2745	LINF_110016000	-	protein_coding	pyruvate phosphate dikinase - putative
LINF_110016100	LinJ.11	397593	399659	+	2067	LINF_110016100	-	protein_coding	inositol-1 -4 -5-trisphosphate (IP3) 5-phosphatase - putative
LINF_110016200	LinJ.11	405643	409149	+	3507	LINF_110016200	-	protein_coding	hypothetical protein - conserved
LINF_110016300	LinJ.11	410204	411010	+	807	LINF_110016300	-	protein_coding	hypothetical protein - conserved
LINF_110016400	LinJ.11	421096	423540	+	2445	LINF_110016400	-	protein_coding	hypothetical protein - conserved
LINF_110016500	LinJ.11	427436	428896	+	1461	LINF_110016500	-	protein_coding	pretranslocation protein - alpha subunit - putative
LINF_110016600	LinJ.11	432570	433358	+	789	LINF_110016600	-	protein_coding	hypothetical protein
LINF_110016700	LinJ.11	433461	434768	+	1308	LINF_110016700	-	protein_coding	hypothetical protein
LINF_110016800	LinJ.11	437145	437690	+	546	LINF_110016800	-	protein_coding	hypothetical protein
LINF_110016900	LinJ.11	438653	439369	+	717	LINF_110016900	-	protein_coding	hypothetical protein - conserved
LINF_110017000	LinJ.11	441669	443231	+	1563	LINF_110017000	-	protein_coding	palmitoyl acyltransferase 7 - putative
LINF_110017100	LinJ.11	445625	446596	+	972	LINF_110017100	-	protein_coding	palmitoyl acyltransferase 7 - putative
LINF_110017200	LinJ.11	449053	450495	+	1443	LINF_110017200	CYP51	protein_coding	sterol 14-alpha-demethylase - putative
LINF_110017300	LinJ.11	453295	453738	+	444	LINF_110017300	-	protein_coding	60S ribosomal protein L28 - putative
LINF_110017400	LinJ.11	454992	456002	+	1011	LINF_110017400	-	protein_coding	hypothetical protein - conserved
LINF_110017500	LinJ.11	457035	457478	+	444	LINF_110017500	-	protein_coding	60S ribosomal protein L28 - putative
LINF_110017600	LinJ.11	458961	462467	+	3507	LINF_110017600	-	protein_coding	protein transport protein SEC31 - putative
LINF_110017700	LinJ.11	464899	467169	+	2271	LINF_110017700	-	protein_coding	eukaryotic release factor 3 - putative
LINF_110017800	LinJ.11	469051	470376	+	1326	LINF_110017800	-	protein_coding	60Kd inner membrane protein - putative
LINF_110017900	LinJ.11	472839	473231	+	393	LINF_110017900	-	protein_coding	40S ribosomal protein S15A - putative
LINF_110018000	LinJ.11	475143	477221	+	2079	LINF_110018000	-	protein_coding	Organic solute transporter Ostalpha - putative
LINF_110018100	LinJ.11	478556	479107	+	552	LINF_110018100	-	protein_coding	SKP1-like protein
LINF_110018150	LinJ.11	485392	490722	+	5331	LINF_110018150	ABCA2	protein_coding	ATP-binding cassette protein subfamily A%2C member 2%2C putative
LINF_110018200	LinJ.11	493211	495187	+	1977	LINF_110018200	-	protein_coding	ATP-binding cassette subfamily A - member 1 - putative
LINF_110018300	LinJ.11	497029	502446	+	5418	LINF_110018300	ABCA3	protein_coding	ATP-binding cassette subfamily A - member 1 - putative
LINF_110018350	LinJ.11	507719	513412	+	5694	LINF_110018350	ABCA4	protein_coding	ATP-binding cassette protein subfamily A%2C member 4%2C putative
LINF_110018400	LinJ.11	516215	516694	+	480	LINF_110018400	-	protein_coding	ABC transporter-like protein
LINF_110018500	LinJ.11	518104	523458	+	5355	LINF_110018500	ABCA5	protein_coding	ATP-binding cassette subfamily A - member 1 - putative
LINF_110018600	LinJ.11	529361	530371	+	1011	LINF_110018600	-	protein_coding	tatD related deoxyribonuclease - putative
LINF_110018700	LinJ.11	532453	538140	+	5688	LINF_110018700	ABCA6	protein_coding	ATP-binding cassette subfamily A - member 1 - putative
LINF_110018800	LinJ.11	540640	541200	+	561	LINF_110018800	-	protein_coding	hypothetical protein - conserved
LINF_110018900	LinJ.11	542127	543335	+	1209	LINF_110018900	-	protein_coding	hypothetical protein - conserved
LINF_110019000	LinJ.11	544170	545504	+	1335	LINF_110019000	-	protein_coding	hypothetical protein - conserved
LINF_110019100	LinJ.11	546863	552190	+	5328	LINF_110019100	-	protein_coding	Flagellar-associated PapD-like - putative
LINF_110019200	LinJ.11	553203	555086	+	1884	LINF_110019200	-	protein_coding	Nodulin-like - putative
LINF_110019300	LinJ.11	557221	557823	+	603	LINF_110019300	-	protein_coding	hypothetical protein - conserved
LINF_110019400	LinJ.11	558642	559952	+	1311	LINF_110019400	-	protein_coding	Ribosomal protein L4/L1 family - putative
LINF_110019500	LinJ.11	562051	563907	+	1857	LINF_110019500	-	protein_coding	tRNA pseudouridine synthase D (TruD) - putative
LINF_110019600	LinJ.11	564509	564730	+	222	LINF_110019600	-	protein_coding	hypothetical protein
LINF_110019700	LinJ.11	565140	566300	+	1161	LINF_110019700	-	protein_coding	SH3 domain/Variant SH3 domain containing protein - putative
LINF_120005000	LinJ.12	2770	3675	+	906	LINF_120005000	-	protein_coding	translation initiation factor EIF-2b alpha subunit - putative
LINF_120005100	LinJ.12	4080	4727	+	648	LINF_120005100	-	protein_coding	PITH domain-containing protein
LINF_120005200	LinJ.12	5129	5980	+	852	LINF_120005200	-	protein_coding	proteasome beta-1 subunit - putative
LINF_120005300	LinJ.12	6610	8013	+	1404	LINF_120005300	MRPS29	protein_coding	Mitochondrial SSU ribosomal protein 29 - putative
LINF_120005400	LinJ.12	8609	8932	+	324	LINF_120005400	-	protein_coding	hypothetical protein - conserved
LINF_120005500	LinJ.12	9286	10557	+	1272	LINF_120005500	-	protein_coding	hypothetical protein - conserved
LINF_120005600	LinJ.12	11359	11937	+	579	LINF_120005600	-	protein_coding	ribonuclease mar1
LINF_120005700	LinJ.12	12829	14559	+	1731	LINF_120005700	-	protein_coding	hypothetical protein - conserved
LINF_120005800	LinJ.12	15307	15579	+	273	LINF_120005800	-	protein_coding	hypothetical protein - conserved
LINF_120005900	LinJ.12	16073	16690	+	618	LINF_120005900	kkt6	protein_coding	kinetoplastid kinetochore protein 6 - putative
LINF_120006000	LinJ.12	17250	18695	+	1446	LINF_120006000	-	protein_coding	hypothetical protein - conserved
LINF_120006100	LinJ.12	20924	21751	+	828	LINF_120006100	-	protein_coding	Plus-3 domain/Zinc finger - C3HC4 type (RING finger) containing protein - putative
LINF_120006200	LinJ.12	23778	26222	+	2445	LINF_120006200	-	protein_coding	hypothetical protein - conserved
LINF_120006300	LinJ.12	27641	31519	+	3879	LINF_120006300	-	protein_coding	hypothetical protein - conserved
LINF_120006400	LinJ.12	35382	37130	+	1749	LINF_120006400	-	protein_coding	Cell division protein kinase - putative
LINF_120006500	LinJ.12	39943	41307	+	1365	LINF_120006500	-	protein_coding	hypothetical protein - conserved
LINF_120006600	LinJ.12	43743	46958	+	3216	LINF_120006600	-	protein_coding	leucine-rich repeat protein - putative
LINF_120006700	LinJ.12	48078	50528	+	2451	LINF_120006700	ALG9	protein_coding	dolichyl-P-Man:GDP-Man5GlcNAc2-PP-dolichyl alpha-1 -2-mannosyltransferase - putative
LINF_120006800	LinJ.12	52294	53496	+	1203	LINF_120006800	-	protein_coding	hypothetical protein - conserved
LINF_120006900	LinJ.12	54166	56892	+	2727	LINF_120006900	-	protein_coding	hypothetical protein - conserved
LINF_120007000	LinJ.12	57872	62812	+	4941	LINF_120007000	-	protein_coding	ubiquitin hydrolase - putative
LINF_120007100	LinJ.12	65390	68674	+	3285	LINF_120007100	-	protein_coding	hypothetical protein - conserved
LINF_120007200	LinJ.12	70407	71642	+	1236	LINF_120007200	-	protein_coding	proteasome regulatory ATPase subunittcc1l8.3 - putative
LINF_120007300	LinJ.12	72413	73300	+	888	LINF_120007300	-	protein_coding	glyoxalase II - putative
LINF_120007400	LinJ.12	75652	79233	+	3582	LINF_120007400	-	protein_coding	hypothetical protein - conserved
LINF_120007500	LinJ.12	79673	81769	+	2097	LINF_120007500	-	protein_coding	hypothetical protein - conserved
LINF_120007600	LinJ.12	84334	86688	+	2355	LINF_120007600	-	protein_coding	cysteinyl-tRNA synthetase - putative
LINF_120007700	LinJ.12	90965	98845	+	7881	LINF_120007700	-	protein_coding	Helicase conserved C-terminal domain/Helicase associated domain (HA2) - putative
LINF_120007800	LinJ.12	99599	101311	+	1713	LINF_120007800	-	protein_coding	hypothetical protein - conserved
LINF_120007900	LinJ.12	102277	104400	+	2124	LINF_120007900	ODC	protein_coding	ornithine decarboxylase - putative
LINF_120008000	LinJ.12	109199	113902	+	4704	LINF_120008000	-	protein_coding	hypothetical protein - conserved
LINF_120008100	LinJ.12	114306	120002	+	5697	LINF_120008100	-	protein_coding	hypothetical protein - conserved
LINF_120008200	LinJ.12	120408	122315	+	1908	LINF_120008200	-	protein_coding	hypothetical protein - conserved
LINF_120008300	LinJ.12	123933	133625	+	9693	LINF_120008300	-	protein_coding	Myotubularin-related protein - putative
LINF_120008400	LinJ.12	136352	138952	+	2601	LINF_120008400	-	protein_coding	hypothetical protein - conserved
LINF_120008500	LinJ.12	140391	146414	+	6024	LINF_120008500	-	protein_coding	hypothetical protein - conserved
LINF_120008600	LinJ.12	149312	150997	+	1686	LINF_120008600	-	protein_coding	CCR4-NOT transcription complex subunit 2 - putative
LINF_120008700	LinJ.12	152899	154011	+	1113	LINF_120008700	-	protein_coding	Glutathione S-transferase - N-terminal domain containing protein - putative
LINF_120008800	LinJ.12	155942	156895	+	954	LINF_120008800	-	protein_coding	hypothetical protein - conserved
LINF_120008900	LinJ.12	162929	167368	+	4440	LINF_120008900	PUF4	protein_coding	pumillio protein 4 - putative
LINF_120009000	LinJ.12	168468	169718	+	1251	LINF_120009000	-	protein_coding	hypothetical protein - conserved
LINF_120009100	LinJ.12	171120	172265	+	1146	LINF_120009100	-	protein_coding	3'-nucleotidase/nuclease - putative
LINF_120009200	LinJ.12	174730	175962	-	1233	LINF_120009200	-	protein_coding	hypothetical protein - conserved
LINF_120009300	LinJ.12	177601	178086	-	486	LINF_120009300	-	protein_coding	Eukaryotic protein of unknown function (DUF866) - putative
LINF_120009500	LinJ.12	181004	183007	-	2004	LINF_120009500	-	protein_coding	hypothetical protein - conserved
LINF_120009600	LinJ.12	184062	186017	-	1956	LINF_120009600	-	protein_coding	hypothetical protein - conserved
LINF_120009700	LinJ.12	187525	190794	-	3270	LINF_120009700	-	protein_coding	hypothetical protein - conserved
LINF_120009800	LinJ.12	197676	200030	-	2355	LINF_120009800	-	protein_coding	hypothetical protein - conserved
LINF_120009900	LinJ.12	212751	214880	-	2130	LINF_120009900	-	protein_coding	hypothetical protein - conserved
LINF_120010000	LinJ.12	222854	224683	-	1830	LINF_120010000	-	protein_coding	hypothetical protein - conserved
LINF_120010100	LinJ.12	249963	250916	-	954	LINF_120010100	-	protein_coding	hypothetical protein - conserved
LINF_120010200	LinJ.12	256300	259410	-	3111	LINF_120010200	-	protein_coding	hypothetical protein - conserved
LINF_120010300	LinJ.12	271565	272131	-	567	LINF_120010300	-	protein_coding	hypothetical protein
LINF_120010400	LinJ.12	276807	279716	-	2910	LINF_120010400	-	protein_coding	WW domain containing protein - putative
LINF_120010500	LinJ.12	290032	290445	+	414	LINF_120010500	-	protein_coding	vacuolar ATP synthase subunit - putative
LINF_120010600	LinJ.12	290995	292812	+	1818	LINF_120010600	PGI	protein_coding	glucose-6-phosphate isomerase
LINF_120010700	LinJ.12	293847	294350	+	504	LINF_120010700	POMP18	protein_coding	hypothetical protein - conserved
LINF_120010800	LinJ.12	298166	299665	+	1500	LINF_120010800	-	protein_coding	hypothetical protein - conserved
LINF_120010900	LinJ.12	302949	307058	+	4110	LINF_120010900	-	protein_coding	hypothetical protein - conserved
LINF_120011000	LinJ.12	309694	315324	+	5631	LINF_120011000	-	protein_coding	Fusaric acid resistance protein-like - putative
LINF_120011100	LinJ.12	320308	326061	+	5754	LINF_120011100	-	protein_coding	Fusaric acid resistance protein-like - putative
LINF_120011200	LinJ.12	327880	329436	+	1557	LINF_120011200	-	protein_coding	hypothetical protein - conserved
LINF_120011300	LinJ.12	330822	333863	+	3042	LINF_120011300	-	protein_coding	Tetratricopeptide repeat/TPR repeat - putative
LINF_120011400	LinJ.12	335391	339326	+	3936	LINF_120011400	-	protein_coding	hypothetical protein - conserved
LINF_120011500	LinJ.12	340575	342068	+	1494	LINF_120011500	ALAT	protein_coding	alanine aminotransferase
LINF_120011600	LinJ.12	344586	346223	+	1638	LINF_120011600	-	protein_coding	primase 2 - putative
LINF_120011700	LinJ.12	349122	350975	+	1854	LINF_120011700	-	protein_coding	hypothetical protein - conserved
LINF_120011800	LinJ.12	352904	355789	+	2886	LINF_120011800	-	protein_coding	protein phosphatase with EF-Hand domains (PPEF)
LINF_120011900	LinJ.12	360342	361373	+	1032	LINF_120011900	COXIV	protein_coding	cytochrome oxidase subunit IV - putative
LINF_120012000	LinJ.12	363759	365057	+	1299	LINF_120012000	BBS5	protein_coding	Protein of unknown function (DUF1448) - putative
LINF_120012100	LinJ.12	366228	366722	+	495	LINF_120012100	-	protein_coding	hypothetical protein - conserved
LINF_120012200	LinJ.12	367702	370254	+	2553	LINF_120012200	-	protein_coding	Leucine Rich repeat - putative
LINF_120012300	LinJ.12	371587	371913	+	327	LINF_120012300	-	protein_coding	Protein of unknown function (DUF962) - putative
LINF_120012350	LinJ.12	372504	372830	+	327	LINF_120012350	-	protein_coding	Protein of unknown function (DUF962)%2C putative
LINF_120012400	LinJ.12	375028	375513	+	486	LINF_120012400	-	protein_coding	hypothetical protein - conserved
LINF_120012500	LinJ.12	378271	379467	+	1197	LINF_120012500	-	protein_coding	hypothetical protein - conserved
LINF_120012600	LinJ.12	383206	383691	+	486	LINF_120012600	-	protein_coding	hypothetical protein - conserved
LINF_120012700	LinJ.12	385957	387276	+	1320	LINF_120012700	-	protein_coding	hypothetical protein - conserved
LINF_120012800	LinJ.12	389815	390948	+	1134	LINF_120012800	-	protein_coding	hypothetical protein - conserved
LINF_120012900	LinJ.12	394523	395008	+	486	LINF_120012900	-	protein_coding	hypothetical protein - conserved
LINF_120013000	LinJ.12	397926	399245	+	1320	LINF_120013000	-	protein_coding	hypothetical protein - conserved
LINF_120013100	LinJ.12	402010	402625	+	616	LINF_120013100	PAS2	protein_coding	promastigote surface antigen 38S
LINF_120013300	LinJ.12	407079	407564	+	486	LINF_120013300	-	protein_coding	hypothetical protein - conserved
LINF_120013400	LinJ.12	409695	411014	+	1320	LINF_120013400	-	protein_coding	hypothetical protein - conserved
LINF_120013500	LinJ.12	413566	415191	+	1626	LINF_120013500	-	protein_coding	surface antigen protein 2 - putative
LINF_120013600	LinJ.12	421623	422942	+	1320	LINF_120013600	-	protein_coding	hypothetical protein - conserved
LINF_120013700	LinJ.12	425473	426861	+	1389	LINF_120013700	-	protein_coding	surface antigen protein 2 - putative
LINF_120013800	LinJ.12	429628	430095	+	468	LINF_120013800	-	protein_coding	hypothetical protein - conserved
LINF_120013900	LinJ.12	432716	434035	+	1320	LINF_120013900	-	protein_coding	hypothetical protein - conserved
LINF_120014000	LinJ.12	436498	438492	+	1995	LINF_120014000	-	protein_coding	surface antigen protein 2 - putative
LINF_120014100	LinJ.12	440748	441215	+	468	LINF_120014100	-	protein_coding	hypothetical protein - conserved
LINF_120014200	LinJ.12	441320	441805	+	486	LINF_120014200	-	protein_coding	hypothetical protein - conserved
LINF_120014300	LinJ.12	443773	445092	+	1320	LINF_120014300	-	protein_coding	hypothetical protein - conserved
LINF_120014400	LinJ.12	447481	448734	+	1254	LINF_120014400	-	protein_coding	hypothetical protein - conserved
LINF_120014500	LinJ.12	450545	451012	+	468	LINF_120014500	-	protein_coding	hypothetical protein - conserved
