gene_id	chr	start	end	strand	size	locus_tag	gene_name	biotype	description
LmjF.10.1210	LmjF.10	524455	526158	-	1704	LmjF.10.1210	-	protein_coding	hypothetical protein%2C conserved
LmjF.10.1220	LmjF.10	527291	528211	-	921	LmjF.10.1220	-	protein_coding	Spinocerebellar ataxia type 10 protein domain containing protein%2C putative
LmjF.10.1225	LmjF.10	528878	531351	-	2474	LmjF.10.1225	-	protein_coding	hypothetical protein%2C conserved
LmjF.10.1227	LmjF.10	531747	532484	-	738	LmjF.10.1227	KKT20	protein_coding	kinetoplastid kinetochore protein 20
LmjF.10.1228	LmjF.10	533669	534419	+	751	LmjF.10.1228	-	protein_coding	methyltransferase domain containing protein%2C putative
LmjF.10.1230	LmjF.10	535179	536165	+	987	LmjF.10.1230	-	protein_coding	Protein of unknown function (DUF1861)%2C putative
LmjF.10.1240	LmjF.10	537861	538826	+	966	LmjF.10.1240	-	protein_coding	Protein of unknown function (DUF1861)%2C putative
LmjF.10.1250	LmjF.10	540628	541584	+	957	LmjF.10.1250	-	protein_coding	Protein of unknown function (DUF1861)%2C putative
LmjF.10.1260	LmjF.10	545949	546896	+	948	LmjF.10.1260	MTP4	protein_coding	Beta-1%2C2 mannoside phosphorylase%2C putative
LmjF.10.1270	LmjF.10	548109	549050	+	942	LmjF.10.1270	-	protein_coding	Protein of unknown function (DUF1861)%2C putative
LmjF.10.1280	LmjF.10	550067	551017	+	951	LmjF.10.1280	-	protein_coding	Protein of unknown function (DUF1861)%2C putative
LmjF.10.1290	LmjF.10	553368	554303	+	936	LmjF.10.1290	-	protein_coding	Protein of unknown function (DUF1861)%2C putative
LmjF.10.1300	LmjF.10	556391	557872	+	1482	LmjF.10.1300	-	protein_coding	phosphate-Repressible Phosphate Permease-like protein
LmjF.10.1310	LmjF.10	559962	561941	+	1980	LmjF.10.1310	-	protein_coding	pteridine transporter%2C putative
LmjF.10.1320	LmjF.10	564927	566111	+	1185	LmjF.10.1320	-	protein_coding	fatty acid desaturase%2C putative
LmjF.10.TRNAASN.01	LmjF.10	533325	533397	-	73	LmjF.10.TRNAASN.01	-	tRNA	tRNA-Asn
LmjF.10.TRNAGLY.01	LmjF.10	533198	533268	-	71	LmjF.10.TRNAGLY.01	-	tRNA	tRNA-Gly
LmjF.10.TRNALYS.01	LmjF.10	533083	533155	+	73	LmjF.10.TRNALYS.01	-	tRNA	tRNA-Lys
LmjF.11.0010	LmjF.11	1985	2497	+	513	LmjF.11.0010	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0020	LmjF.11	2936	4033	+	1098	LmjF.11.0020	-	protein_coding	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter%2C putative
LmjF.11.0030	LmjF.11	4567	5490	+	924	LmjF.11.0030	-	protein_coding	Bacterial transferase hexapeptide (six repeats)%2C putative
LmjF.11.0040	LmjF.11	6203	7096	+	894	LmjF.11.0040	ABCH1	protein_coding	ATP-binding cassette protein subfamily H%2C member 1%2C putative
LmjF.11.0050	LmjF.11	7680	10556	+	2877	LmjF.11.0050	-	protein_coding	SNF2/RAD54 related DNA helicase%2C putative
LmjF.11.0060	LmjF.11	11191	14886	+	3696	LmjF.11.0060	-	protein_coding	eukaryotic translation initiation factor 2-alpha kinase%2C putative
LmjF.11.0070	LmjF.11	16318	20322	+	4005	LmjF.11.0070	-	protein_coding	GRIP domain containing protein%2C putative
LmjF.11.0080	LmjF.11	21325	22002	+	678	LmjF.11.0080	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0090	LmjF.11	22720	24720	+	2001	LmjF.11.0090	-	protein_coding	MORN repeat%2C putative
LmjF.11.0100	LmjF.11	25676	27100	+	1425	LmjF.11.0100	SerRS	protein_coding	seryl-tRNA synthetase
LmjF.11.0110	LmjF.11	28692	29885	+	1194	LmjF.11.0110	CRK8	protein_coding	cdc2-related kinase 8%2C putative
LmjF.11.0120	LmjF.11	30894	31448	+	555	LmjF.11.0120	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0130	LmjF.11	33468	34307	+	840	LmjF.11.0130	-	protein_coding	NGG1 interacting factor 3-like protein
LmjF.11.0140	LmjF.11	35361	36239	+	879	LmjF.11.0140	-	protein_coding	cell cycle sequence binding phosphoprotein (RBP45)%2C putative
LmjF.11.0150	LmjF.11	37065	39722	+	2658	LmjF.11.0150	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0160	LmjF.11	42074	45142	+	3069	LmjF.11.0160	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0170	LmjF.11	45757	47910	+	2154	LmjF.11.0170	-	protein_coding	myotubularin-associated protein%2C putative
LmjF.11.0180	LmjF.11	48521	49111	+	591	LmjF.11.0180	-	protein_coding	cytoplasmic translation machinery associated protein%2C putative
LmjF.11.0190	LmjF.11	49901	51730	+	1830	LmjF.11.0190	-	protein_coding	DEAD-boc ATP-dependent (RNA) helicase%2C putative
LmjF.11.0200	LmjF.11	52479	53033	+	555	LmjF.11.0200	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0210	LmjF.11	54060	55391	+	1332	LmjF.11.0210	VSP1	protein_coding	acidocalcisomal pyrophosphatase
LmjF.11.0220	LmjF.11	59370	59705	+	336	LmjF.11.0220	-	protein_coding	pterin-4-alpha-carbinolamine dehydratase%2C putative
LmjF.11.0230	LmjF.11	60152	61912	+	1761	LmjF.11.0230	RAD51-4	protein_coding	Rad51%2C putative
LmjF.11.0240	LmjF.11	62870	63613	+	744	LmjF.11.0240	-	protein_coding	proteasome alpha 7 subunit%2C putative
LmjF.11.0250	LmjF.11	64954	67926	+	2973	LmjF.11.0250	-	protein_coding	Calcium/calmodulin-dependent protein kinase kinase%2C putative
LmjF.11.0260	LmjF.11	69921	71705	+	1785	LmjF.11.0260	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0270	LmjF.11	72470	73750	+	1281	LmjF.11.0270	-	protein_coding	NADH-cytochrome b5 reductase-like protein
LmjF.11.0290	LmjF.11	79498	80979	+	1482	LmjF.11.0290	-	protein_coding	hypothetical protein%2C unknown function
LmjF.11.0300	LmjF.11	81942	82631	+	690	LmjF.11.0300	-	protein_coding	Sec20%2C putative
LmjF.11.0310	LmjF.11	83126	89227	+	6102	LmjF.11.0310	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0320	LmjF.11	92896	97653	+	4758	LmjF.11.0320	PIF2	protein_coding	DNA repair and recombination helicase protein PIF2%2C putative
LmjF.11.0330	LmjF.11	99856	103530	+	3675	LmjF.11.0330	-	protein_coding	PIF1 helicase-like protein%2C putative
LmjF.11.0340	LmjF.11	104943	106448	+	1506	LmjF.11.0340	-	protein_coding	hypothetical protein%2C unknown function
LmjF.11.0350	LmjF.11	107267	108028	+	762	LmjF.11.0350	14-3-3-II	protein_coding	14-3-3 protein 2%2C putative
LmjF.11.0360	LmjF.11	110080	111264	+	1185	LmjF.11.0360	-	protein_coding	Optic atrophy 3 protein (OPA3)%2C putative
LmjF.11.0370	LmjF.11	112479	114497	+	2019	LmjF.11.0370	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0380	LmjF.11	116491	119895	+	3405	LmjF.11.0380	-	protein_coding	Domain of unknown function(DUF2779)%2C putative
LmjF.11.0390	LmjF.11	121235	122947	+	1713	LmjF.11.0390	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0400	LmjF.11	126717	130706	+	3990	LmjF.11.0400	-	protein_coding	tubulin-tyrsoine ligase-like protein
LmjF.11.0410	LmjF.11	132740	135280	+	2541	LmjF.11.0410	NOP89	protein_coding	Nucleolar protein 89%2C putative
LmjF.11.0420	LmjF.11	136506	138830	+	2325	LmjF.11.0420	-	protein_coding	regulator of chromatin condensation%2C putative
LmjF.11.0430	LmjF.11	139719	142277	+	2559	LmjF.11.0430	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0440	LmjF.11	143368	145128	+	1761	LmjF.11.0440	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0450	LmjF.11	145917	148202	+	2286	LmjF.11.0450	-	protein_coding	DNA ligase%2C putative
LmjF.11.0460	LmjF.11	148695	150626	+	1932	LmjF.11.0460	-	protein_coding	hypothetical protein%2C unknown function
LmjF.11.0470	LmjF.11	151284	153539	+	2256	LmjF.11.0470	PUF10	protein_coding	pumillio protein 10%2C putative
LmjF.11.0480	LmjF.11	165143	168325	+	3183	LmjF.11.0480	-	protein_coding	mRNA cap guanine-N7 methyltransferase%2C putative
LmjF.11.0490	LmjF.11	169313	170536	+	1224	LmjF.11.0490	-	protein_coding	tetratricopeptide repeat (TPR) protein
LmjF.11.0500	LmjF.11	171150	171548	+	399	LmjF.11.0500	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0510	LmjF.11	174488	176224	+	1737	LmjF.11.0510	-	protein_coding	protein kinase%2C putative
LmjF.11.0520	LmjF.11	179881	181596	+	1716	LmjF.11.0520	AAT15	protein_coding	amino acid permease/transporter%2C putative
LmjF.11.0530	LmjF.11	182941	185334	+	2394	LmjF.11.0530	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0540	LmjF.11	186129	188072	+	1944	LmjF.11.0540	-	protein_coding	Protein of unknown function (DUF563)%2C putative
LmjF.11.0550	LmjF.11	189570	191222	+	1653	LmjF.11.0550	NT4	protein_coding	nucleobase transporter
LmjF.11.0560	LmjF.11	197303	201088	+	3786	LmjF.11.0560	-	protein_coding	transcription modulator/accessory protein%2C putative
LmjF.11.0580	LmjF.11	205438	205866	+	429	LmjF.11.0580	-	protein_coding	cytochrome b5%2C putative
LmjF.11.0590	LmjF.11	211337	213481	+	2145	LmjF.11.0590	-	protein_coding	3-methylcrotonoyl-CoA carboxylase beta subunit%2C putative
LmjF.11.0600	LmjF.11	214447	216246	+	1800	LmjF.11.0600	NOP47	protein_coding	Nucleolar protein 47%2C putative
LmjF.11.0610	LmjF.11	225383	228784	+	3402	LmjF.11.0610	-	protein_coding	conserved protein%2C unknown function
LmjF.11.0620	LmjF.11	233088	233966	+	879	LmjF.11.0620	-	protein_coding	metallo-peptidase%2C Clan MF%2C Family M17
LmjF.11.0630	LmjF.11	236568	238184	+	1617	LmjF.11.0630	-	protein_coding	metallo-peptidase%2C Clan MF%2C Family M17
LmjF.11.0640	LmjF.11	240423	246242	+	5820	LmjF.11.0640	-	protein_coding	hypothetical protein%2C unknown function
LmjF.11.0650	LmjF.11	248247	250172	+	1926	LmjF.11.0650	-	protein_coding	Protein Associated with Differentiation%2C putative
LmjF.11.0660	LmjF.11	253778	255739	+	1962	LmjF.11.0660	-	protein_coding	Protein Associated with Differentiation%2C putative
LmjF.11.0670	LmjF.11	257874	259664	+	1791	LmjF.11.0670	-	protein_coding	major facilitator superfamily%2C putative
LmjF.11.0673	LmjF.11	265113	266753	+	1641	LmjF.11.0673	-	protein_coding	major facilitator superfamily%2C putative
LmjF.11.0675	LmjF.11	272195	273835	+	1641	LmjF.11.0675	-	protein_coding	major facilitator superfamily%2C putative
LmjF.11.0680	LmjF.11	279357	280970	+	1614	LmjF.11.0680	-	protein_coding	hypothetical protein%2C conserved in leishmania
LmjF.11.0690	LmjF.11	282145	282825	+	681	LmjF.11.0690	-	protein_coding	Ankyrin repeats (3 copies)/Ankyrin repeats (many copies)%2C putative
LmjF.11.0700	LmjF.11	284651	285880	+	1230	LmjF.11.0700	-	protein_coding	anion-transporting ATPase-like protein
LmjF.11.0710	LmjF.11	287787	289457	+	1671	LmjF.11.0710	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0720	LmjF.11	292776	294737	+	1962	LmjF.11.0720	-	protein_coding	PUF nine target 1
LmjF.11.0730	LmjF.11	297254	301504	+	4251	LmjF.11.0730	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0740	LmjF.11	302396	303730	+	1335	LmjF.11.0740	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0750	LmjF.11	305399	306016	+	618	LmjF.11.0750	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0760	LmjF.11	307626	308120	+	495	LmjF.11.0760	-	protein_coding	40S ribosomal protein S21%2C putative
LmjF.11.0780	LmjF.11	309350	309844	+	495	LmjF.11.0780	-	protein_coding	40S ribosomal protein S21%2C putative
LmjF.11.0790	LmjF.11	312379	313149	+	771	LmjF.11.0790	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0800	LmjF.11	314633	315076	+	444	LmjF.11.0800	MIC16	protein_coding	MICOS complex subunit MIC16%2C putative
LmjF.11.0810	LmjF.11	315768	318695	+	2928	LmjF.11.0810	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0820	LmjF.11	320717	322147	+	1431	LmjF.11.0820	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0830	LmjF.11	328779	333008	+	4230	LmjF.11.0830	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0840	LmjF.11	335614	336747	+	1134	LmjF.11.0840	-	protein_coding	Alpha/beta hydrolase family%2C putative
LmjF.11.0850	LmjF.11	339350	340798	+	1449	LmjF.11.0850	-	protein_coding	Alpha/beta hydrolase family%2C putative
LmjF.11.0860	LmjF.11	342209	347686	+	5478	LmjF.11.0860	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0870	LmjF.11	349449	353903	+	4455	LmjF.11.0870	-	protein_coding	kinesin%2C putative
LmjF.11.0880	LmjF.11	360445	361434	+	990	LmjF.11.0880	-	protein_coding	START domain containing protein%2C putative
LmjF.11.0890	LmjF.11	365872	368928	+	3057	LmjF.11.0890	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0900	LmjF.11	370331	370903	+	573	LmjF.11.0900	-	protein_coding	60S ribosomal protein L24%2C putative
LmjF.11.0910	LmjF.11	372728	377386	+	4659	LmjF.11.0910	BDF7	protein_coding	Bromodomain factor 7%2C putative
LmjF.11.0920	LmjF.11	378116	379891	+	1776	LmjF.11.0920	-	protein_coding	Short C-terminal domain/PUB domain containing protein%2C putative
LmjF.11.0930	LmjF.11	382709	384055	+	1347	LmjF.11.0930	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0940	LmjF.11	385180	389610	+	4431	LmjF.11.0940	-	protein_coding	hypothetical protein%2C unknown function
LmjF.11.0950	LmjF.11	391934	393475	+	1542	LmjF.11.0950	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.0960	LmjF.11	395081	395653	+	573	LmjF.11.0960	-	protein_coding	40S ribosomal protein S5
LmjF.11.0970	LmjF.11	396948	397520	+	573	LmjF.11.0970	-	protein_coding	40S ribosomal protein S5
LmjF.11.0980	LmjF.11	398703	400157	+	1455	LmjF.11.0980	-	protein_coding	HIT zinc finger%2C putative
LmjF.11.0990	LmjF.11	401952	404924	+	2973	LmjF.11.0990	-	protein_coding	adaptin-related protein-like protein
LmjF.11.1000	LmjF.11	407502	410246	+	2745	LmjF.11.1000	-	protein_coding	pyruvate phosphate dikinase%2C putative
LmjF.11.1010	LmjF.11	412372	414438	+	2067	LmjF.11.1010	-	protein_coding	inositol-1%2C4%2C5-trisphosphate (IP3) 5-phosphatase%2C putative
LmjF.11.1020	LmjF.11	418503	424133	+	5631	LmjF.11.1020	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.1030	LmjF.11	425050	425856	+	807	LmjF.11.1030	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.1040	LmjF.11	435829	438609	+	2781	LmjF.11.1040	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.1050	LmjF.11	442810	444270	+	1461	LmjF.11.1050	-	protein_coding	protein transport protein SEC61 subunit alpha%2C putative
LmjF.11.1070	LmjF.11	453491	454210	+	720	LmjF.11.1070	-	protein_coding	hypothetical protein
LmjF.11.1080	LmjF.11	456256	458139	+	1884	LmjF.11.1080	-	protein_coding	palmitoyl acyltransferase 7%2C putative
LmjF.11.1090	LmjF.11	460549	461904	+	1356	LmjF.11.1090	-	protein_coding	palmitoyl acyltransferase 7%2C putative
LmjF.11.1100	LmjF.11	464294	465733	+	1440	LmjF.11.1100	CYP51	protein_coding	Lanosterol 14-alpha demethylase
LmjF.11.1110	LmjF.11	468817	469260	+	444	LmjF.11.1110	-	protein_coding	60S ribosomal protein L28%2C putative
LmjF.11.1120	LmjF.11	470536	471549	+	1014	LmjF.11.1120	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.1130	LmjF.11	472580	473023	+	444	LmjF.11.1130	-	protein_coding	60S ribosomal protein L28%2C putative
LmjF.11.1160	LmjF.11	474571	478047	+	3477	LmjF.11.1160	-	protein_coding	protein transport protein SEC31%2C putative
LmjF.11.1170	LmjF.11	480527	482818	+	2292	LmjF.11.1170	-	protein_coding	eukaryotic release factor 3%2C putative
LmjF.11.1180	LmjF.11	484751	486076	+	1326	LmjF.11.1180	-	protein_coding	60Kd inner membrane protein%2C putative
LmjF.11.1190	LmjF.11	488611	489003	+	393	LmjF.11.1190	-	protein_coding	40S ribosomal protein S15A%2C putative
LmjF.11.1200	LmjF.11	490655	492733	+	2079	LmjF.11.1200	-	protein_coding	Organic solute transporter Ostalpha%2C putative
LmjF.11.1210	LmjF.11	494082	494633	+	552	LmjF.11.1210	-	protein_coding	SKP1-like protein
LmjF.11.1220	LmjF.11	500104	505434	+	5331	LmjF.11.1220	ABCA2	protein_coding	ATP-binding cassette protein subfamily A%2C member 2%2C putative
LmjF.11.1240	LmjF.11	510352	516078	+	5727	LmjF.11.1240	ABCA3	protein_coding	ATP-binding cassette protein subfamily A%2C member 3%2C putative
LmjF.11.1250	LmjF.11	520967	526297	+	5331	LmjF.11.1250	ABCA4	protein_coding	ATP-binding cassette protein subfamily A%2C member 4%2C putative
LmjF.11.1270	LmjF.11	531133	536517	+	5385	LmjF.11.1270	ABCA5	protein_coding	ATP-binding cassette protein subfamily A%2C member 5%2C putative
LmjF.11.1280	LmjF.11	542425	543516	+	1092	LmjF.11.1280	-	protein_coding	tatD related deoxyribonuclease%2C putative
LmjF.11.1290	LmjF.11	545392	551310	+	5919	LmjF.11.1290	ABCA6	protein_coding	ATP-binding cassette protein subfamily A%2C member 6%2C putative
LmjF.11.1300	LmjF.11	554242	554802	+	561	LmjF.11.1300	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.1310	LmjF.11	555737	556945	+	1209	LmjF.11.1310	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.1320	LmjF.11	557780	559114	+	1335	LmjF.11.1320	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.1330	LmjF.11	560461	565776	+	5316	LmjF.11.1330	-	protein_coding	Flagellar-associated PapD-like%2C putative
LmjF.11.1340	LmjF.11	566725	568608	+	1884	LmjF.11.1340	-	protein_coding	Nodulin-like/Major Facilitator Superfamily%2C putative
LmjF.11.1350	LmjF.11	570858	571577	+	720	LmjF.11.1350	-	protein_coding	hypothetical protein%2C conserved
LmjF.11.1360	LmjF.11	572357	573733	+	1377	LmjF.11.1360	-	protein_coding	ribosomal protein L4/L1 family%2C putative
LmjF.11.1370	LmjF.11	575850	577706	+	1857	LmjF.11.1370	-	protein_coding	tRNA pseudouridine synthase D (TruD)%2C putative
LmjF.11.1380	LmjF.11	578961	580121	+	1161	LmjF.11.1380	-	protein_coding	Variant SH3 domain containing protein%2C putative
LmjF.11.5SRRNA.01	LmjF.11	156787	156909	-	123	LmjF.11.5SRRNA.01	-	rRNA	5S(M5) ribosomal RNA
LmjF.11.5SRRNA.02	LmjF.11	163007	163126	+	120	LmjF.11.5SRRNA.02	-	rRNA	5S(M5) ribosomal RNA
LmjF.11.5SRRNA.03	LmjF.11	381622	381740	+	119	LmjF.11.5SRRNA.03	-	rRNA	5S(M5) ribosomal RNA
LmjF.11.TRNAALA.01	LmjF.11	157116	157187	+	72	LmjF.11.TRNAALA.01	-	tRNA	tRNA-Ala
LmjF.11.TRNAALA.02	LmjF.11	162726	162797	-	72	LmjF.11.TRNAALA.02	-	tRNA	tRNA-Ala
LmjF.11.TRNAARG.01	LmjF.11	381491	381562	+	72	LmjF.11.TRNAARG.01	-	tRNA	tRNA-Arg
LmjF.11.TRNAGLY.01	LmjF.11	157249	157319	+	71	LmjF.11.TRNAGLY.01	-	tRNA	tRNA-Gly
LmjF.11.TRNALEU.01	LmjF.11	156961	157042	-	82	LmjF.11.TRNALEU.01	-	tRNA	tRNA-Leu
LmjF.11.TRNALEU.02	LmjF.11	162871	162952	+	82	LmjF.11.TRNALEU.02	-	tRNA	tRNA-Leu
LmjF.11.TRNAMET.01	LmjF.11	381342	381414	-	73	LmjF.11.TRNAMET.01	-	tRNA	tRNA-Met
LmjF.12.0010	LmjF.12	1859	3735	+	1877	LmjF.12.0010	-	protein_coding	translation initiation factor EIF-2b alpha subunit%2C putative
LmjF.12.0020	LmjF.12	4151	4798	+	648	LmjF.12.0020	-	protein_coding	PITH domain-containing protein
LmjF.12.0030	LmjF.12	5193	6044	+	852	LmjF.12.0030	-	protein_coding	proteasome beta-1 subunit%2C putative
LmjF.12.0040	LmjF.12	6585	8081	+	1497	LmjF.12.0040	MRPS29	protein_coding	Mitochondrial SSU ribosomal protein 29%2C putative
LmjF.12.0045	LmjF.12	8682	9005	+	324	LmjF.12.0045	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0050	LmjF.12	9360	10631	+	1272	LmjF.12.0050	-	protein_coding	kinetoplastid-specific phospho-protein phosphatase%2C putative
LmjF.12.0060	LmjF.12	11448	12026	+	579	LmjF.12.0060	MAR1	protein_coding	ribonuclease mar1
LmjF.12.0070	LmjF.12	12919	14646	+	1728	LmjF.12.0070	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0075	LmjF.12	15393	15665	+	273	LmjF.12.0075	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0080	LmjF.12	16159	16776	+	618	LmjF.12.0080	kkt6	protein_coding	kinetoplastid kinetochore protein 6%2C putative
LmjF.12.0090	LmjF.12	17341	18786	+	1446	LmjF.12.0090	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0100	LmjF.12	22877	23749	+	873	LmjF.12.0100	-	protein_coding	Plus-3 domain/Zinc finger%2C C3HC4 type (RING finger)%2C putative
LmjF.12.0110	LmjF.12	25542	28232	+	2691	LmjF.12.0110	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0120	LmjF.12	29408	33538	+	4131	LmjF.12.0120	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0130	LmjF.12	37431	39182	+	1752	LmjF.12.0130	-	protein_coding	Cell division protein kinase%2C putative
LmjF.12.0140	LmjF.12	42149	43531	+	1383	LmjF.12.0140	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0150	LmjF.12	45064	48996	+	3933	LmjF.12.0150	-	protein_coding	leucine-rich repeat protein%2C putative
LmjF.12.0160	LmjF.12	49885	52353	+	2469	LmjF.12.0160	ALG9	protein_coding	dolichyl-P-Man:GDP-Man5GlcNAc2-PP-dolichyl alpha-1%2C2-mannosyltransferase%2C putative
LmjF.12.0170	LmjF.12	54029	55231	+	1203	LmjF.12.0170	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0180	LmjF.12	55914	58643	+	2730	LmjF.12.0180	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0190	LmjF.12	59661	64532	+	4872	LmjF.12.0190	-	protein_coding	ubiquitin hydrolase%2C putative
LmjF.12.0200	LmjF.12	67484	70717	+	3234	LmjF.12.0200	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0210	LmjF.12	72525	73760	+	1236	LmjF.12.0210	-	protein_coding	proteasome regulatory ATPase subunittcc1l8.3%2C putative
LmjF.12.0220	LmjF.12	74559	75446	+	888	LmjF.12.0220	-	protein_coding	glyoxalase II%2C putative
LmjF.12.0230	LmjF.12	76740	81497	+	4758	LmjF.12.0230	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0240	LmjF.12	81928	84042	+	2115	LmjF.12.0240	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0250	LmjF.12	86495	88849	+	2355	LmjF.12.0250	-	protein_coding	cysteinyl-tRNA synthetase%2C putative
LmjF.12.0260	LmjF.12	92154	100871	+	8718	LmjF.12.0260	-	protein_coding	Helicase associated domain (HA2)%2C putative
LmjF.12.0270	LmjF.12	101633	103342	+	1710	LmjF.12.0270	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0280	LmjF.12	104356	106479	+	2124	LmjF.12.0280	ODC	protein_coding	ornithine decarboxylase%2C putative
LmjF.12.0290	LmjF.12	111506	116359	+	4854	LmjF.12.0290	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0300	LmjF.12	116757	122453	+	5697	LmjF.12.0300	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0310	LmjF.12	122848	124782	+	1935	LmjF.12.0310	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0320	LmjF.12	126625	136365	+	9741	LmjF.12.0320	-	protein_coding	Myotubularin-related protein%2C putative
LmjF.12.0330	LmjF.12	139121	141694	+	2574	LmjF.12.0330	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0340	LmjF.12	142795	149406	+	6612	LmjF.12.0340	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0350	LmjF.12	152052	153740	+	1689	LmjF.12.0350	-	protein_coding	CCR4-NOT transcription complex subunit 2%2C putative
LmjF.12.0360	LmjF.12	155747	156859	+	1113	LmjF.12.0360	-	protein_coding	Glutathione S-transferase%2C N-terminal domain containing protein%2C putative
LmjF.12.0370	LmjF.12	158790	159743	+	954	LmjF.12.0370	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0380	LmjF.12	165735	170117	+	4383	LmjF.12.0380	PUF4	protein_coding	pumillio protein 4%2C putative
LmjF.12.0390	LmjF.12	171270	172520	+	1251	LmjF.12.0390	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0400	LmjF.12	173959	175104	+	1146	LmjF.12.0400	-	protein_coding	3'-nucleotidase/nuclease%2C putative
LmjF.12.0405	LmjF.12	177457	178689	-	1233	LmjF.12.0405	-	protein_coding	hypothetical protein
LmjF.12.0410	LmjF.12	180316	180801	-	486	LmjF.12.0410	-	protein_coding	Eukaryotic protein of unknown function (DUF866)%2C putative
LmjF.12.0420	LmjF.12	182676	183101	-	426	LmjF.12.0420	-	protein_coding	Iron-containing alcohol dehydrogenase%2C putative
LmjF.12.0430	LmjF.12	183739	185859	-	2121	LmjF.12.0430	BDF6	protein_coding	Bromodomain factor 6%2C putative
LmjF.12.0440	LmjF.12	186884	189016	-	2133	LmjF.12.0440	-	protein_coding	hypothetical protein%2C conserved
LmjF.12.0450	LmjF.12	190356	193814	-	3459	LmjF.12.0450	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0460	LmjF.12	200747	203104	-	2358	LmjF.12.0460	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0470	LmjF.12	214308	216683	-	2376	LmjF.12.0470	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0480	LmjF.12	224933	227110	-	2178	LmjF.12.0480	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0490	LmjF.12	251645	252595	-	951	LmjF.12.0490	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0500	LmjF.12	258497	262927	-	4431	LmjF.12.0500	-	protein_coding	hypothetical protein%2C unknown function
LmjF.12.0510	LmjF.12	279282	282251	-	2970	LmjF.12.0510	-	protein_coding	WW domain containing protein%2C putative
LmjF.12.0520	LmjF.12	292753	293166	+	414	LmjF.12.0520	-	protein_coding	vacuolar ATP synthase subunit%2C putative
LmjF.12.0530	LmjF.12	293730	295547	+	1818	LmjF.12.0530	PGI	protein_coding	glucose-6-phosphate isomerase
